-67,-176,1.481
-67,-175,1.378
-67,-174,1.265
-67,-173,1.261
-67,-172,1.351
-67,-171,1.536
-67,-170,1.365
-67,-169,1.237
-67,-168,1.154
-67,-167,1.193
-67,-166,1.305
-67,-165,1.491
-67,-164,1.559
-67,-163,1.594
-67,-162,1.595
-67,-161,1.465
-67,-160,1.326
-67,-159,1.178
-67,-158,1.029
-67,-157,0.919
-67,-156,0.849
-67,-155,0.853
-67,-154,0.888
-67,-153,0.955
-67,-152,1.003
-67,-151,1.022
-67,-150,1.014
-67,-149,0.96
-67,-148,0.945
-67,-147,0.97
-67,-146,0.978
-67,-145,0.941
-67,-144,0.857
-67,-143,0.869
-67,-142,0.988
-67,-141,1.212
-67,-140,1.16
-67,-139,1.173
-67,-138,1.25
-67,-137,1.259
-67,-136,1.26
-67,-135,1.253
-67,-134,1.403
-67,-133,1.5
-67,-132,1.544
-67,-131,1.627
-67,-130,1.621
-67,-129,1.526
-67,-128,1.376
-67,-127,1.331
-67,-126,1.39
-67,-125,1.337
-67,-124,1.252
-67,-123,1.135
-67,-122,1.044
-67,-121,0.977
-67,-120,0.935
-67,-119,0.875
-67,-118,0.846
-67,-117,0.847
-67,-116,0.83
-67,-115,0.84
-67,-114,0.875
-67,-113,0.873
-67,-112,0.935
-67,-111,1.061
-67,-110,1.145
-67,-109,1.152
-67,-108,1.082
-67,-107,1.055
-67,-106,1.048
-67,-105,1.061
-67,-104,1.103
-67,-103,1.106
-67,-102,1.073
-67,-101,0.993
-67,-100,0.942
-67,-99,0.919
-67,-98,1.15
-67,-97,1.216
-67,-96,1.115
-67,-95,1.081
-67,-94,1.035
-67,-93,0.977
-67,-92,0.89
-67,-91,0.803
-67,-90,0.716
-67,-89,0.751
-67,-88,0.769
-67,-87,0.771
-67,-86,0.784
-67,-85,0.782
-67,-84,0.765
-67,-83,0.734
-67,-82,0.749
-67,-81,0.809
-67,-80,0.813
-67,-79,0.832
-67,-78,0.865
-67,-77,0.841
-67,-76,0.823
-67,-75,0.81
-67,-74,0.8
-67,-73,0.795
-67,-72,0.795
-67,-71,0.789
-67,-70,0.855
-67,-69,0.995
-67,-68,1.083
-67,-67,1.162
-67,-66,1.233
-67,-65,1.239
-67,-64,1.16
-67,-63,0.994
-67,-62,1.006
-67,-61,1.013
-67,-60,1.016
-67,-59,0.959
-67,-58,0.936
-67,-57,0.945
-67,-56,0.937
-67,-55,0.942
-67,-54,0.96
-67,-53,0.927
-67,-52,0.908
-67,-51,0.904
-67,-50,0.9
-67,-49,1.0
-67,-48,1.203
-67,-47,0.971
-67,-46,0.87
-67,-45,0.9
-67,-44,1.163
-67,-43,1.235
-67,-42,1.118
-67,-41,1.221
-67,-40,1.218
-67,-39,1.107
-67,-38,1.131
-67,-37,1.221
-67,-36,1.376
-67,-35,1.217
-67,-34,1.117
-67,-33,1.076
-67,-32,1.006
-67,-31,0.988
-67,-30,1.021
-67,-29,1.061
-67,-28,1.051
-67,-27,0.99
-67,-26,1.064
-67,-25,1.132
-67,-24,1.193
-67,-23,1.166
-67,-22,1.144
-67,-21,1.125
-67,-20,1.244
-67,-19,1.156
-67,-18,0.861
-67,-17,1.019
-67,-16,1.187
-67,-15,1.365
-67,-14,1.509
-67,-13,1.524
-67,-12,1.41
-67,-11,1.336
-67,-10,1.403
-67,-9,1.609
-67,-8,1.455
-67,-7,1.507
-67,-6,1.765
-67,-5,1.688
-67,-4,1.805
-67,-3,2.117
-67,-2,2.08
-67,-1,1.753
-67,0,1.138
-67,1,0.841
-67,2,0.89
-67,3,1.285
-67,4,1.285
-67,5,1.067
-67,6,0.632
-67,7,0.579
-67,8,0.564
-67,9,0.587
-67,10,0.49
-67,11,0.51
-67,12,0.645
-67,13,0.656
-67,14,0.738
-67,15,0.893
-67,16,0.867
-67,17,0.845
-67,18,0.828
-67,19,0.645
-67,20,0.524
-67,21,0.465
-67,22,0.47
-67,23,0.458
-67,24,0.429
-67,25,0.449
-67,26,0.463
-67,27,0.47
-67,28,0.485
-67,29,0.718
-67,30,1.169
-67,31,1.23
-67,32,1.09
-67,33,0.747
-67,34,1.018
-67,35,0.93
-67,36,0.483
-67,37,0.532
-67,38,0.528
-67,39,0.472
-67,40,0.526
-67,41,0.565
-67,42,0.59
-67,43,0.53
-67,44,0.503
-67,45,0.511
-67,46,0.685
-67,47,0.789
-67,48,0.823
-67,49,0.908
-67,50,1.021
-67,51,1.161
-67,52,1.479
-67,53,1.667
-67,54,1.725
-67,55,1.696
-67,56,1.524
-67,57,1.209
-67,58,1.27
-67,59,1.265
-67,60,1.194
-67,61,1.135
-67,62,1.097
-67,63,1.078
-67,64,1.015
-67,65,0.948
-67,66,0.877
-67,67,0.838
-67,68,0.832
-67,69,0.858
-67,70,0.811
-67,71,0.838
-67,72,0.939
-67,73,0.728
-67,74,0.584
-67,75,0.506
-67,76,0.589
-67,77,0.617
-67,78,0.592
-67,79,0.505
-67,80,0.485
-67,81,0.532
-67,82,0.698
-67,83,0.826
-67,84,0.916
-67,85,1.092
-67,86,1.183
-67,87,1.188
-67,88,1.248
-67,89,1.329
-67,90,1.433
-67,91,1.457
-67,92,1.468
-67,93,1.467
-67,94,1.453
-67,95,1.448
-67,96,1.45
-67,97,1.489
-67,98,1.492
-67,99,1.459
-67,100,1.623
-67,101,1.789
-67,102,1.959
-67,103,2.02
-67,104,1.951
-67,105,1.75
